,Número da Página,Texto da Página,Tempo de Processamento (s)
508,509,,0.9661076068878174
509,510,"«
.

NF-e
Nº 000000003
SÉRIE 002

IDENTIFICAÇÃO DO EMITENTE
PANEM & DELI PADARIA E DELICATESSEN

LTDA
erBE

a R DOUTOR SATAMINI, 00136 - TIJUCA -
CEP:20270-242 - Rio de Janeiro - RJ
TEL: (21)3592-1704

DANFE

DOCUMENTO AUXILIAR DA
NOTA FISCAL ELETRÔNICA

0 - ENTRADA

1-SAÍDA
Nº 000000003 f1.1/1
SÉRIE 002

CHAVE DE ACESSO
3322 0729 6349 6400 0173 5500 2000 0000 0317 8228 8447

Consulta de autenticidade no portal nacional da NF-e
www.nfe.fazenda.gov.br/portal
ou no site da Sefaz Autorizadora
PROTOCOLO DE AUTORIZAÇÃO DE USO

3332201 30170346 08/07 2022 07:33:44

NATUREZA DE OPERAÇÃO

VENDA
INSCRIÇÃO ESTADUAL

11.072.61-5
DESTINATÁRIO / REMETENTE
NOME / RAZÃO SOCIAL

PRESIDENCIA DA REPUBLICA

ENDEREÇO

PC DOS TRES PODERES, SN, SN
MUNICÍPIO

CNPJ/CPF DATA DA EMISSÃO

00.394.411/0001-09 08/07/2022
BAIRRO / DISTRITO CEP DATA SAÍDA / ENTRADA
EIXO MONUMENTAL 70100-000 08/07/2022
FONE/FAX UF INSCRIÇÃO ESTADUAL HORA DA SAIDA
(61)3411-3414 DF 07:32:42

VALOR DO ICMS BASE CALC. ICMS SUBST. VALOR DO ICMS SUBST. VALOR APROX. DOS TRIBUTOS | VALOR TOTAL DOS PRODUTOS
1.524,14 11.900,00
VALOR DO SEGURO DESCONTO OUTRAS DESP. ACESS. VALOR DO IP] VALOR TOTAL DA NOTA
0,00 0,00 11.900,00

TRANSPORTADOR / VOLUMES TRANSPORTADOS
RAZÃO SOCIAL FRETE POR CONTA CÓDIGO ANTT PLACA DO VEÍCULO CNPJ/CPF
9 - SEM FRETE
Am —
o
DADOS DO PRODUTO / SERVIÇOS

CÓDIGO DO: a E VALOR VALOR VALOR BASE VALOR | VALOR | ALÍQUOTAS |
E DESCRIÇÃO DO PRODUTO “ SERVIÇO NCM/SH |CSOSN| CrOP | UNID. unmário | pesconto | ilouDo | CALCICMS | LEMS.
EEE DT MINERAL - 500ML 2201100] 0500/6404 |U 340,00 a] 0,00 1.190,00 0,00 0,00 0,00 | 0,00] 0,00

Brasilia

CÁLCULO DO IMPOSTO
BASE DE CÁLCULO DO ICMS

ENDEREÇO

QUANTIDADE

PROD. / SERV.

pao DE CEREAL 22GR remo 0500/6404 |UN 340,00 [200] — 000] 68000] — 000] 0.00 0,00] 0,00] 0.00
|MACA FRUTAUNIDADE | ig05s09d o102]6101 Jun 340,00 1,50 0,00] 510,00 0,00 0,00 0,00] 0,00] 0.00

REFRIGERANTE EM LATA - 310ML | 2202100d 0500/6404 JUN 340,00 5.50 0,00] 1.870,00 0,00 0,00 0,00 | 0,00]
SANDUICHE DE QUEIJO C PRESUNTO 1602500 0102/6102 JUN 680,00 1125] 0,00] 765000] 000] 0,00 0,00 | 0,00] 0,00

DADOS ADICIONAIS
INFORMAÇÕES COMPLEMENTARES

RESERVADO AO FISCO

ma Frest - ww. frest.com.br

",3.368950843811035
510,511,"Ti

5
É
É
É
:

'VANTE. Nº;

ICADO NESTE

TIPO:

DOCUMENTO FISCAL DE Nº INDI

VANTE. Nº:

e i ' 08/07/22 » 12:18
- CICIO CVACENE)

PANEM E DELI PADARIA
CNPJ: 29.634.964/0001-73
RIO DE JANEIRO RJ

CREDITO A VISTA — 11.900,00)

RANRARKAREKKI SO VISA
DOC: 647643 POS: 01267096
“8 2» 12:18
ad
tolts Ê SCENTE |)
FANEM E -DaRtL
WEIvSS UA suaz0001

“O DE CANCRO O

REDITT 1 ; !
00)
Drs sys VISA
DOC od7645 ro raa- 97096

",1.2540874481201172
511,512,"Número da Nota Data de Emissão

141846 29/07/2022

Prefeitura Municipal de Vitória

Secretaria Municipal de Fazenda
RPS Competência

Nota Fiscal de Serviços Eletrônica - NFS-e age : k. a
Lie 147316 24/07/2022

Prestador de serviços
CPF/CNPJ 15.083.972/0001-64 Inscrição Municipal: 1206813

Nome/Razão Social ALAMEDA VITORIA HOTEL LTDA
Nome Fantasia ALAMEDA HOTEL

Enderhia AVENIDA DANTE MICHELINI, 585 - JARDIM DA PENHA - CEP:
BRISTOL S 29060235

HOTELS
bidiaida cd Município/UF Vitoria/ES  Email:financeiro.bavOredebristol.com.br

Tomador de serviços
CPF/CNPJ 00.394.411/0001-09 Inscrição Municipal
Nome/Razão Social SECRETARIA DA ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA
Endereço PALACIO DO PLANALTO, S/N - ANEXO III SALA 202 - CENTRO - CEP: 70150900
Município/UF Brasília/DF Email secretaria.republicaOrepulica.gov
Dados complementares

Município da prestação do serviço: Vitoria - ES Regime: Empresa Normal - ISS Variável

Município da incidência: Vitoria - ES Exigibilidade: Exigível

Código de serviço: 09.01 - Hospedagem de qualquer natureza em hotéis, apart-hotéis, hotéis residência,
residence-service condominiais, flat , apart-service , suite service, hotelaria marítima, motéis, pensões e
congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando
incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços)""

CNAE: 5510801 - HOTÉIS

Discriminação dos serviços

1 PERIODO DE HOSPEDAGEM 19 A 23/07/2022
SGL R$ 272,00 + 5% ISS
DBL R$ 298,00 + 5% ISS

Valor dos serviços = R$ 28.404,60 // Valor líquido da nota = R$ 28.404,60

Valor líquido da nota = Valor dos serviços - PIS - Cofins - INSS - IR - CSLL - Outras retenções - Iss Retido - Desconto condicionado

Deduções Base de Cálculo Desconto Alíquota Valor do ISS Valor do ISS Valor do ISS Valor do Crédito
(R$) Cond. (R$) (%) Calculado (R$) Devido (R$) Retido (R$) (R$)
0,00 5,00 1.420,23 1.420,23 0,00 0,00

IR (R$) CSLL (R$) PIS (R$) Cofins (R$) Outras retenções (R$)
0,00 0,00 0,00 0,00 0,00
Outras informações

« Esta NFS-e foi emitida com respaldo legal no Decreto 13.314/2007 e na Portaria 49/2007 e autorizada pela

AIDF Nº 1838/2012 de 07/08/2012;

e Esta NFS-e substitui o RPS Nº 147316;
e Chave de validação que garante a autenticidade desta NFS-e: A3F998C8-68ED-4947-B3AF-77819A42FD8F

",3.112466335296631
512,513,"2UMENTO FISCAL DE Nº INDICADO

cielo
BRISTOL ALAMEDA HOTEL

CNPJ: 15 083 972/0001-64
VITORIA ES

[emononma 28.404,60

samaabhensas 159)
DOC. 887453

Cielo
À
DRISTos somas HAS TEL
CNE) Loco” s72400L-6a4
VITChaa E.

1
perita VISTA

a]
POC 057453

28.404,60,
",1.1935622692108154
513,514,,0.9675829410552979
514,515,"R
3 á H
E NF E
Lolita
de do em é

cao sas asi

Número da Nota

61164

Data de Emissão

22/07/2022

Prefeitura Municipal de Vitória
Secretaria Municipal de Fazenda
Nota Fiscal de Serviços Eletrônica - NFS-e

Competência

22/07/2022

Prestador de serviços

CPF/CNPJ 04.924.586/0001-31 Inscrição Municipal: 759144
Nome/Razão Social HOTEL SOL DA PRAIA EIRELI
Nome Fantasia

rd

Mes AVENIDA DANTE MICHELINI, 877 - ----- - JARDIM DA PENHA -
SOL DA PRAIA Endereço CEP: 29060235 É
Município/UF Vitoria/ES  Email:contagosQterra.com.br Pu Ora,
Tomador de serviços w (38 o
CPF/CNPJ 00.394.411/0001-09 Inscrição Municipal »
ptmeVRando PRESIDENCIA DA REPUBLICA 5 ”
PC dos Três Poderes, S/N - PALACIO DO PLANALTO - ZONA CÍVICO-ADMINISTRATIVA “£EP: «
Endereço 70100000
Município/UF Brasília/DF Email corepOpresidencia.gov.br
Dados complementares
tunicípio da prestação do serviço: Vitoria - ES Regime: Empresa Optante Simples Nacional

Município da incidência: === Exigibilidade: Exigível
Código de serviço: 09.01 - Hospedagem de qualquer natureza em hotéis, apart-hotéis, hotéis residência,
residence-service condominiais, flat , apart-service , suite service, hotelaria marítima, motéis, pensões e
congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando
incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços)"" 7

CNAE: 5510801 - HOTÉIS

Discriminação dos serviços
DIÁRIAS REFERENTES A HOSPEDAGEM DE 10 APARTAMENTOS NO PERIODO DE 20/07 A 24/07/2022..

Valor dos serviços = R$ 3.765,00 // Valor líquido da nota = R$ 3.765,00

Valor líquido da nota = Valor dos serviços - PIS - Cofins - INSS - IR - CSLL - Outras retenções - Iss Retido - Desconto condicionado

Deduções Base de Cálculo Desconto Valor do ISS Valor do ISS Valor do ISS Valor do Crédito
(R$) (R$) Cond. (R$) Calculado (R$) Devido (R$) Retido (R$) (R$)

0,00 3.765,00 0,00 0,00 0,00 0,00 0,00 0,00

IR (R$) INSS (R$) CSLL (R$) PIS (R$) Cofins (R$) Outras retenções (R$)

0,00 0,00 0,00 j 0,00 0,00 0,00

; Outras informações
« Esta NFS-e foi emitida com respaldo legal no Decreto 13.314/2007 e na Portaria 49/2007 e autorizada pela
AIDF Nº 5550/2008 de 01/09/2008;
« Esta nota não gera direito a crédito fiscal de IPI;
e Chave de validação que garante a autenticidade desta NFS-e: 5DB51D35-8520-4CAÍ1-A712-411BBD0E8129

",3.988659381866455
515,516,"z
:

e
E

+ O DOCUMENTO FISCAL DE Nº INDI

ROVANTE. Nº

Nº INDICADO NESTE

«O DOCUMENTO FISCAL DE

ROVANTE. Nº

TIPO:

22/07/22 * 12:10

e
cielo
HOTEL SOL DA PRAIA
CNPJ: 04.924.586/0001-31

VITORIA ES

CREDITO A VISTA 3.765,00

ARRRARRAAANA ISOS VISA
DOC: 767463 POS: 78742914

» kk y de Ot ee * 14.10
cielo — cas
HOTEL SOL DA PRAIA
CNPJ. 04 924 586/0001 “1
VITORIA ES
pa = rt
| CREDITO à viSTA 3.765,00]

“22241599

eansas VISA
DOC 767463 FOS 75742914
",1.2912988662719727
516,517,"AZUL FP

ta via Recibo é
Azul Linhas Agreas Brasileiras S.A.

Aeroporto Zuabi dos Palmares, S/N Tabuleiro do Pinto
57100-000 - Rio Largo - AL
CHPJ 09.296.295/0029-60

emma tamo reias e a ce a eta 2 ti e rem mas

Data emissao: 28/06/2022 23:20
Localizador: AKQHSN

Nome «e
Crr TERpaaa gen

Nome :
CPF: 00000000000

Nome?
CPF: 00000000000

, Itinerario
Data:29/06/2022 Voo NH4600
Macei< 00:50
Recife 01:40
Data:29/06/2022 Voo Ng4824
Recife 03:55
Rio de Janeiro - Santos Dumont 06:45
Tarifa 3,499,90
Tarifa de Embarque 40.65
Tarifa 3,499,90
Tarifa de Embarque 40.65.
- Tarifa 3,493.90
Tarifa de Embarque 40,65
CX50 275.00
DBAG 250.00
DBAG 250.00
Cx50 275.00
DBAG 250.00
CXS0 275.00
QBAG 250.00
IBAG 0.00
2BAG 160,00
3BAG 250,00
EAF 0.00
1BAG 0.00
2BAG 0.00
3BAG = 0.00
1BAG 0.06
WEAP 0.00
2BAG 160.00
IBAG 0.00
WEAP , 0.00
2BAG Ni a Ei 0,00
IBAG o os a 0.00
2BAB (saga 160.00
BAR 0.00
2BAG 0.00
Custo Total] ' 13,176.65
Forma pagamento
AG BRL 23/06/2022 15:22 2,495.07
AG BRL 23/06/2022 17:23 8,951.58

CA BRL. 29/06/2022 02:19 1,730.00

",1.9272434711456299
517,518,"Azul *P

ja via Recibo &
“cul Linhas Aereas Brasileiras S.A,
Er dos Palmares, S/N Tabuleiro do Pinto
0-000 - Rio Largo - BL
ciPJ 09.296.255/0029-60

Tata emissa. 28/06/2022 7,:20
Localizar: pis,
Nome:
CPF: 057:::313430
Nome:
CPF: 00000009000
None 4
CPF: 00000009006

Itinerario
Data:29/06/2022 Voo Nt4D0o
Maceij< 00:50
Recife 01:40
Data:29/06/2022 Voo NE 4RZa
Recife 03:55
Rio de Janeiro - Santos Dumont 06:45
Tarifa 3,499.90
Tarifa de Emba: my. 40.65
Tarifa 3,499,90
Tarifa de Embarque 40.65
Tarifa 3,495,40
Tarifa da Embarque 40.65

u %

guto 4

e o

ú A?

“a. Ci ge
CX59 275.00
DBAG 250.00
DBAG 250.00
Cx50 275.00
DBAU 250.00
CX50 275.00
DBAG 250 00
1BAG 0.00
2BAG 160.00
3BAG 250.00
EAF 0.00
IBAG 9.00
2BKG 6:06
3BAG 0.00
1B4G 0.00
HEAP 0.00
2BAG 160.00
IBAG 0,00
WEAR 0.00
2BAG 0.00
!BAG 0.00
ZBAG 160,00
IBAG 0.00
2BAG 0.00
Custo Tota] 13,175.65
Forma pagamento

AG BRL 23/06/2022 15:27 2,495,07
as BRL 23/06/2022 17:23 8,951.58
CA BRL 29/06/2022 02:19 1,730,00

PB io.65

Apresente-se no baican de check-in com no minimo.
“ Donestico: 1 Cuna) hora de antecadencia ao Bubarque
Internaçivna]: 7 (duas) ioras de antecedencia ao

embarque

9 bilhete de passagem Tera 4 validade de 7 aj aa

à partir de cata de sua enissan. Lancelanentos

3

Bltera?pes e reenbulsos poem ser realizados dentro
du prazo de validade, conforme as regras tarifárias

da AZUL vigentes na AomBnto da compra

Infornacves edicionais veja Contrato de transporte

du constilte 0 site da Azi) Lywy.vegazu]) com.br
",2.3441970348358154
518,519,"Fotos

AZ PONTA VERDE

PREVISÃO DE GASTOS

PONTA VERDE MACEIÓ Maceió - AL

Data Entrada | Data Saida | No. Diárias Vi. Un. Diária | VI. Total Diárias | TOTAL
24/06/2022 28/06/2022 4,0 240,00 960,00 960,00

24/06/2022 | 28/06/2022 4,0 240,00 960,00 | 960,00
24/06/2022 4,0 240,00 960,00 | 960,00

24/06/2022 | 28/06/2022 40 240,00 960,00 | 960,00
24/06/2022 | 28/06/2022 40 240,00 960.00 | 960,00
24/06/2022 40 240,00 960.00 | 960.00
24/06/2022 40 240,00 960,00 | 960,00
24/06/2022 40 240,00 960,00] 960.00
RGIQ 24/06/2022 4,0 240,00 960,00 | 960,00
[104 | cesarg UN po | AMARILDO ákiá 24/06/2022 4,0 240,00 960,00 | 960,00
— — MARCO Agatasati = JONAS Gan cndna io 24/06/2022 40 240,00 960,00 | — 960,00
SANDRO apena | Eiize 24/06/2022 40 240,00 960,00 | 960.00
[403 | maRce; o gaga e | eRUNo Quina y 24/06/2022 40 240,00 960,00 | 960,00
RE RR = o PO CT GúnHerva , 24/06/2022 40 240,00 960,00 | 960.00
REM RR IT — —— — ua SILOMARg 24/06/2022 40 240,00 960,00 | — 960,00
= ) ) ELITO Ng 24/06/2022] Tas 240,00 960,00 | 960,00
FABRICIO OL 24/06/2022 40 240,00 960,00 | 960,00
' 24/06/2022 40 240,00 960,00] — 960,00
24/06/2022 40 240,00 960,00 | 960,00
24/06/2022 80 240,00 1.440,00 | 1.440,00
24/06/2022 60 240,00 1.440,00 | 1.440,00
e | ANoRES 24/06/2022 60 240,00 1.440,00 | 1.440,00
THIAGO q : ERSO | raca 25/06/2022 3,0 240,00 720,00 | 720,00
PR o |"" macoR À 25/06/2022] 3,0 240,00 720,00 | 720,00
1 Em» | EoINALCO gaganas 25/06/2022 ""30 240,00 720,00 | 720,00
no | FABIO HH | 26/06/2022 30 240,00 720,00 | 720,00
SANTOS RANIERI UE 26/06/2022 3,0 240,00 720,00] 720,00
ELIEZER RM ] 26/06/2022 | 29/06/2022 30 240,00 720,00] 720,00
CHARLE: 26/06/2022 | 29/06/2022 30 240,00 720,00 | 720,00
0 27/06/2022 10 240,00 240,00 | 240,00
) 27/06/2022 10 — 24000 240,00 | 240,00
IZAAS Z 27/06/2022 10 240,00 24000] 240,00
HERSUE REVERSO») 27/06/2077 10 240,00 240,00 | 240,00
| GABRIELA» | 27/06/2022 1,0 240,00

ISAQUE; E

240,00 | — 240,00

29.280,00] 29.280,00

e e Ltda.
otéis LO] .
Hotéis
Daniella A e Reset
ara 3 Vonstas

Ccnpy 12.448.22110001.06 |

HOTÉIS PONTA VERDE LTDA
Av. Álvaro Otacílio, 2933

Ponta Verde - CEP ::7)35.1 80
Maceio - Alagoas —

",3.1883792877197266
519,520,"JIARIAS: 2.880,00 / DIÁRIA: 1.440,00 7) Check-in: 26/06/2022 23:18 / Check-Out: 29/06/2022 12:00 / Apto:
!l Observacoes: (Valor Aprox Tributos: 172.80)

RE

Lá
fee

LL

Enereço:

Municipio:

UF: DF
Código do Serviço / Atividade
| 901 / 5510801 - hotéis

Valor das Deduções (R$)

Descontos Incondicionados (R$) Descontos Condicionados (R$) Outras Retenções (R$)
| 0,00 0,00 0,00

Avisos

Razão Social/Nome:

CNPJ/CPF: 12.448.221/0001-06

PREFEITURA MUNICIPAL DE MACEIÓ
SECRETARIA MUNICIPAL DE ECONOMIA
NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e

Nº

201662
Competencia:

06/2022

Data e Hora de Emissão
30/06/2022 05:26:32

Cod Verificação NFS-e
J739BMZDT

ay, Razão Social/Nome: HOTEIS PONTA VERDE LTDA

NFS-e:

CCM: 900011110 Email: - financeiroDhotelpontaverde.com.br

Endereço: AVENIDA ÁLVARO OTACÍLIO, 2933 - PONTA VERDE CEP: 57035-180

Município: MACEIÓ

Secretaria Especial de Adm.da Presid.da Republica

Praça dos Três Poderes, 0 - Zona Cívico-Administrativa CEP: 70150-900

BRASILIA

PIS (R$)
0,00

Natureza Operação

Retenções Federais (R$) 0,00
MACEIÓ - AL

Local da Prestação Valor Líquido (R$) 4.320,00

l () Sim (X) Não * | Base de Cálculo (R$) 4.320,00

Opção Simples Nacional () Sim (X) Não Alíquota 4,00 |

E Valor do ISSQN (R$) 172,80 |
DD OD [LL] O RD

ISSQN a Reter

Regime Especial Tributação

1- Uma via desta Nota Fiscal ser.
2- À autenticidade desta Nota Fi

Discriminação dos Serviços

V

COFINS (R$)

1-Exigível

O-Nenhum

alor Total (R$):4.320,00

É Detalhamento Específico da Construção Civil
[o Código da Obra Código ART |
7 Tributos Federais

[Res | mem]

Deduções / Descontos / Outras Retenções

á enviada através do e-mail fornecido pelo Tomador do Serviço.
scal poderá ser verificada no site, http://Município de Maceió.giss.com.br com a utilização do Código de Verificação.

Tel: (82)3432-9952

UF: AL

Dados do Tomador de Serviço

CNPJ/CPF: 00.394.411/0001-09 CCM: 900834471 Email: alexandre.almeidaQpresidencia.gov.br

Tel:

822 / Controle: 37743 // Hospede(s):

""DD
OTTO AI a]

CSLL (R$)

",3.6491782665252686
520,521,"RES Rs
EL
PREFEITURA MUNICIPAL DE MACEIO Nº NFS.6:
SECRETARIA MUNICIPAL DE ECONOMIA a,
” Competencia: |
NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e 06/2022 |

Data e Hora de Emissão

29/06/2022 06:41:08 |
[EEE O |
Cod Verificação NFS-e |

NFS-e Substituída

425597

B1FUWDPPR

Dados do Prestador de Serviço
aw, Razão Social/Nome: HOTEIS PONTA VERDE LTDA o

VA A CNPJ/CPF: 12.448.221/0001-06 CCM: 900011110 Email: financeiroQhotelpontaverde.com.br
A Endereço: AVENIDA ÁLVARO OTACÍLIO, 2933 - PONTA VERDE CEP: 57035-180 Tel: (82)3432-9952
Município: MACEIÓ UF: AL
Dados do Tomador de Serviço
[ Razão Social/Nome: Secretaria Especial de Adm.da Presid.da Republica |
CNPJ/CPF: 00.394.411/0001-09 CCM: 900834471 Email: alexandre.almeidaQpresidencia.gov. or
| Er “reço: Praça dos Três Poderes, O - Zona Cívico-Administrativa CEP: 70150-900 Tel:

Município: BRASILIA UF: DF

des

1 Código do Serviço / Atividade
. 901/5510801 - hotéis
O ni sa

Discriminação dos Serviços

DIARIAS: 23.040,00 // Check-In: 24/06/2022 11:56 / Check-Out: 28/06/2022 22:32 7 Apto: 213/ Controle: 37674 // Hospedeís
!l Observacoes: (Valor Aprox Tributos: 921.58)

IF

Do DRE EEE ———
— o Valor Total (R$):23040,00 |

Detalhamento Específico da Construção Civil
Código ART

Código da Obra

Tributos Federais
COFINS (R$) IR (R$)

PIS (R$) CSLL (R$)

0,00
Deduções / Descontos / Outras Retenções |
Valor das Deduções (R$) Descontos Incondicionados (R$) Descontos Condicionados (R$) Outras Retenções (R$)

Natureza Operação 1-Exigível Retenções Federais (R$) 0,00
[ee da Prestação MACEIÓ - AL Valor Líquido (R$) 23.040,00
[1/—————————
ISSQN a Reter ()Sim (X) Não Base de Cálculo (R$) 23.040,00

() Sim (X) Não

Valor do ISSQN (R$)

1- Uma via desta Nota Fiscal será enviada através do e-mail fornecido pelo Tomador do Serviço. o a
2- A autenticidade desta Nota Fiscal poderá ser verificada no site, http://Município de Maceió .giss.com.br com a utilização do Código de Verificação.

",3.4865005016326904
521,522,"PREFEITURA MUNICIPAL DE MACEIO” Nº NES-e:
SECRETARIA MUNICIPAL DE ECONOMIA msi,

R Competencia:

NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e 06/2022

Data e Hora de Emissão
29/06/2022 06:41:08

Cod Verificação NFS-e |
OYJLHEATL

Y, FA CNPJ/CPF: 12.448.221/0001-06 CCM: 900011110 Email: financeiroQhotelpontaverde.com.br |
O 14 Endereço: AVENIDA ÁLVARO OTACÍLIO, 2933 - PONTA VERDE CEP: 57035-180 Tel: (82)3432-9952
| Município: MACEIÓ UF: AL
Dados do Tomador de Serviço
À Razão Social/Nome: Secretaria Especial de Adm.da Presid.da Republica
| CNPJ/CPF: 00.394,41 1/0001-09 CCM: 900834471 Email: alexandre.almeidaQpresicencia.gov. »r
| Endereço: Praça dos Três Poderes, O - Zona Cívico-Administrativa CEP: 70150-900 Tel:
| Município: BRASILIA UF: DF

Código do Serviço / Atividade ,
À 901 / 5510801 - hotéis

Discriminação dos Serviços

DIARIAS: 960,00 // Check-in: 24/06/2022 12:287 Check-Out 28/06/2022 22:31 7 Apto: 413 / Controle: 37673 7/ Hospede(s)*
Honori /! Observacoes: (Valor Aprox Tributos: 38.40)

Detalhamento Específico da Construção Civil
Código da Obra Código ART
Tributos Federais
COFINS (R$) IR (R$)

PIS (R$) CSLL (R$)

Deduções / Descontos / Outras Retenções

Valor das Deduções (R$) Descontos Incondicionados (R$) Descontos Condicionados (R$) Outras Retenções (R$)
0,00 0,00
fia
Natureza Operação 1-Exigível Retenções Federais (R$) 0,00
Local da Prestação , MACEIÓ - AL Valor Líquido (R$) 960,00

ISSQN a Reter () Sim (X) Não Base de Cálculo (R$) 960,00

E Simples Nacional () Sim (X) Não Alíquota 4,00
Regime Especial Tributação O-Nenhum Valor do ISSQN (R$) 38,40 |

1- Uma via cesta Nota Fiscal será enviada através do e-mail fornecido pelo Tomador do Serviço.
2-A autenticidade desta Nota Fiscal poderá ser verificada no site, http:/Município de Maceió.giss.com.br com a utilização do Código de Verificação.

Avisos

",3.212536334991455
522,523,"PREFEITURA MUNICIPAL DE MACEIÓ Nº NFS-e: e

SECRETARIA MUNICIPAL DE ECONOMIA EE ds
Competencia:

NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e 06/2022 |
[————————————————ee

Data e Hora de Emissão

29/06/2022 06:41:07 |
Cod Verificação NFS-e |
SVJ9GJBY4

ados do Prestador de Serviço
É Razão Social/Nome: HOTEIS PONTA VERDE LTDA
EEN Y

CNPJ/CPF: 12.448.221/0001-06 CCM: 900011110 Email: financeiroQhotelpontaverde.com.br

ye Endereço: AVENIDA ÁLVARO OTACÍLIO, 2933 - PONTA VERDE CEP: 57035-180 Tel: (82)3432-9952

Município: MACEIÓ UF: AL

Dados do Tomador de Serviço
Razão Social/Nome: Secretaria Especial de Adm.da Presid.da Republica

CNPJ/CPF: 00.394.411/0001-09 CCM: 900834471 Email: alexandre.almeida(Dpresidencia.gov.br

Erereço: Praça dos Três Poderes, 0 - Zona Civico-Administrativa CEP: 70150-900 Tel:
Município: BRASILIA e UF: DF

Código do Serviço / Atividade
E 901 / 5510801 - hotéis

Discriminação dos Serviços

DIARIAS: 960,00 77 Check-In: 24/06/2022 12:04 / Check-Out: 28/06/2022 22:29 ! Apto: 313/Controle: 37672 7/ Hospede (ss. Rodrigo / Scunzi,
mi !l Observacoes: (Valor Aprox Tributos: 38.40) E

Lo DD VHS SOHIIAI]J[ PJ
=— o NalorTotal(R$):96000 CT]

E Detalhamento Específico da Construção Civil

E
; Tributos Federais

Pal

leal

COFINS (R$) CSLL (R$)

]])2D2>>———+- diga ad
Deduções / Descontos / Outras Retenções
pio
Valor das Deduções (R$) Descontos Incondicionados (R$) Descontos Condicionados (R$) Outras Retenções (R$)
0,00 | 0,00 0,00 |
[=
Netureza Operação 1-Exigível Retenções Federais (R$) 0,00
Local da Prestação MACEIÓ - AL Valor Líquido (R$) 960,00
ISSQN a Reter | () Sim (X) Não Base de Cálculo (R$) 960,00
Opção Simples Nacional () Sim (X) Não Alíquota 4,00
Pigs: Especial Tributação 0-Nenhum Valor do ISSQN (RS) 38,40

1- Uma via desta Nota Fiscal sera enviada através do e-mail fornecido pelo Tomador do Serviço. , . . º
2- A autenticidade desta Nota Fiscal poderá ser verificada no site, http://Município de Maceió.giss.com.br com a utilização do Código de Verificação.

Avisos

",3.352360725402832
523,524,"Windsor j I3 +

5
j qa
Amas
WINDSOR OCEANICO Q Bs
Rua Martinho de Mesquita, 129 - - Barra da Tijuca
Rio de Janeiro - Rio de Janeiro - 22620220
Flefone: (21) 2195-9950
CNP: 05.298.154/0001-25 - Inscrição Municipal: 06583997
ET Extrato Individual
Jorge diianaaniiaa
Hóspede: Período: ” Tipo de Conta: Tipo de UH: Status da Conta:
“orge dita 05/07/2022 - Hóspede LXI - 0736 g
08/07/2022 ]
(3 diorss)
JORGE LUIZ DATA DO R
LANÇAMENTOS QUANTIDADE PDV NOTAS VALORES
[RD LANÇAMENTO
meire mm — 0 e =
08/07/2022 = Diaria Manual ' 10 E - - R$371,82
08/07/2022 Taxa de Servico - - - -R$3718
08/07/2022 * Diaria Manual 1.0 - . -R$37182
08/07/2022 “Taxa de Servico - - . -R$3718
08/07/2022 = Diaria Manual “10 . . -R$37182
08/07/2022 * Taxa de Servico - . . -R$3718
SUBTOTAL -R$
1.227,00
TOTAL DIÁRIAS ps 1.227,00 TOTAL PDV + R$ 0,00 , VALOR TOTAL
E . -
OTAL SERVIÇOS + R$ 0,00 “> TOTAL CRÉDITOS + R$ 0,00 - R$ 1.227,00

'

",1.8345375061035156
