,Página,Texto Extraído,É uma nota?,Confiabilidade,is_nf_input,Maior valor da nota,Data mais comum
150,150,"cum com eme

o ta ê
| diretoria de planejamento, orçamento, |
é finanças e contabilidade mm

033-7 |

local de pagamento

recibo do pagador

vencimento

pagável preferencialmente no banco santander 17/08/2022

é agência / cod. beneficiário

beneficiário
dell aria catering alimentos ltda - 31.972.828/0001-35 . | 1238 /000740373
r rui salustiano muller, 297 e - santos dumont - cep: 89815-352 - chapeco - sc t ) |

data do documento no. do documento espécie doc. aceite
e rs e
rápida com registro real 1

uso do banco
mensagem / instruções (texto de responsabilidade do beneficiário)

data processamento

07/08/2022
(x) valor

nosso número

| (=) valor do documento

1.354,00

(-) descontos/abatimento

(+) mora/multa

| (=) valor cobrado

pagador secretaria de adm da presidencia - 000394411000109
praca dos tres poderes
brasilia / df - 70150-900

beneficiário final

autenticação mecânica

ea asc uns eis res runsee e  s =is —— emea ctnna poniimada
033-7 | 03399.07404.37300.000009.00007.301013.6.90800000135400
local de pagamento | vencimento

pagável preferencialmente no banco santander | 17/08/2022

beneficiário agência / cod. beneficiário
dell aria catering alimentos ltda - 31.972.828/0001-35 1238 / 000740373
r rui salustiano muller, 297 e - santos dumont - cep: 89815-352 - chapeco - sc

data do documento no. do documento espécie “e e
carteira quantidade
ec

uso do banco
mensagem / instruções (texto de responsabilidade do beneficiário) |

data processamento

01/08/2022
(x) valor

|
|
| nosso número

(=) valor do documento
1.354,00

(-) descontos/abatimento

(+) mora/multa
(=) valor cobrado
“
jador secretaria de adm da presidência - 000394411000109
praca dos tres poderes
brasilia / df - 70150-900
beneficiário final
||] | || | | mi | ii | | | na
o o “ i | nnsds um
="" qn 4] 'is | nasoso st
.. és ) s '2sd + hc
as 4 ee nn ts .
mn "" 110 & os bei ed di pe
.. ] o scooduuuaad
mn à ss ce cid—
— is = ams ti
o) = mm o ui
fem) ss — — nao =
ml ss 4 o 55
1 = is hs
— i o [o
hm =] sa
— — ' er) en
tt i ico <l <l <l ! t eu
[5 2) ua i + 03 fas] [e q <l t an —
<l [=] "" -— [a = ju — : ss qa
fo tt iss a ml [dh ! 1 oy
[a] o ! poem pr ! h .
ea h :ss is 2] ss 2] 92) lis ' macio
= ! ss: o so so é: : n l
s tis re re t— = — jet, i tá >
[am] = e! . ss pr = pr e cc i h o o
<l 1! ca s tus uso lu 1 vo | : ita
o ti ss = = cm = [a > dr) e) o us
[ee à <«l hom ss — — 1 = 1 tr tr h tio o)
c> a rr or, | e e e am = 1 hi ses
= irao ss <l ts ts [ls : "" oo <=
<l us i lc ss se. s os: h -
o fas) it <c ss <o ss +“oss s:o o "" sec
ur = e) a e as o o == il -oool- "" o
us dd '1's tm =""02""eoo = a o <= = hi sou
| as] = :s - tan liu] uaag a
nes h is uu «- lsíco tu lico <i;i=lyu= hh <l =
<l e | mep <li> o pos e uu cia esddiloo
=> il! ola lanoidlxan às 10<]ooa!dani
o gq! oa com ds! zoqtuioal
mn [aa << i[e <l soa lo pl lo iulltoal mino
nos a. liso] -ta]l o — *1>00 qum>t-
so coon th msmo ls ij! os uz fes |
ns ess) z2!':-0€[ãen0o ama lts  ihuqgo nulos
a — o ei t'isa]tuul] — <l e) je t ca u-z
co — “co: du ce secaluites | <cunuss er)
s+ h | dunn sssduisis lao: ltlldoo si <d]<la
as ig 'samánsónsose sade igus
i ni : n ' mm '
as '2' s2o02005d004n0 00>> lt dius
- esfrace sfsimbsite
| lotto: jê '
n 153
j ' dd

",0,0.9928315678567442,0,"1.354,00",17/08/2022
151,151,"es+ gos era

eine er
prefeitura de goianí

29/07/22, 15:16

prefeitura de goiânia
secretaria municipal de finanças
nota fiscal de serviços eletrônica - nfs-e
aidf 214256/2020

prestador dos serviços

cpf/cnpj
nome/razão social
endereço

bairro
município

31.972.828/0002-16

dell aria catering alimentos ltda

r jose marques de jesus juni n.893 qd.42 lt.04

jd guanabara

goiânia-go cep 74675470 telefone (62)
tomador dos serviços

secretaria de admin da presidencia da republica

nome/razão social

cff/cnpj 00.394.411/0001-09
endereço praca dos tres poderes n. sn
bairro plano piloto

o

brasilia - df cep 70150900
discriminação dos serviços

municípi

01 handling r$ 250,00

a teta nor + ve
, te vid coe qtanta

“omra fair

ca &

[o

pbsente pier, i
e que as
tutrrias é em
ea: a a
euupenho/contrato

ec, d/ ch! o a)

—

fasvidade 562010100
fornecimento de alimentos preparados preponderantemente para empresas

informações adicionais

4

federais r$ 0,00 r$ 0,00 r$ 0,00 r$ 0,00 r$ 0,00
demonstrativo cálculo do imposto
velor dos serviços r$ 250,00 | valor dos serviços r$ 250,00
(-» desconto incondicionado r$ 0,00 | (-) desconto incondicionado r$ 0,00
(-» retenções federais r$ 0,00 | (=) valor da nota r$ 250,00
(-) issqn retido pelo tomador r$ 0,00 | (-) deduções r$ 0,00
| (= valor líquido r$ 250,00 | (=) base de cálculo r$ 250,00
imposto devido em (x) alíquota
goiânia-go (=) valor do imposto (issqn)

serviço prestado em |
goiania-go
valor dos serviços
r$ 250,00
informações importantes:
- prestador enquadrado no simples nacional.

dido
à nota iscal de serviços (nfs-e)

número da nota 119
data emissão 29/07/2022

código verificação ac3c-839j

inscrição municipal 5215013
| diretoria de planejamento, orçamento, |
finanças e contabilidade,
folha nº, 8/9)
| rudica im efa
erro as

assessoria da aeronaútica-cmpf

desconto , valor da nota
r$ 0,00 r$ 250,00

usuário: 2

- a autenticidade desta nota fiscal pode ser verificada na página da prefeitura em www.goiania.go.gov.br.

https:/avww11 .goiania.go.gov.br/sistemas/snfse/asp/snfse00200wo0 .asp?

111
",1,0.902771996786963,1,"250,00",29/07/2022
152,152,"to, orçamento,

spa a
12ng centabili e
finanças e contabilidade viado
! folha nº e .
| série 55

dell aria catering alimentos ltda
documento auxiliar
da nota fiscal

5222 0731 9728 2800 0216 5505 5000 0001 2115 4163 8078

consulta de autenticidade no porta. nacional da ne-e www.níe.
fazenda.gov.br/portal ou no site ca sefaz autorizadora

avenida brasil, 3€7 eletrônica
o - entrada
qd.43 lt.5b - santa genoveva 1 - “saída chave de acesso

nº121
série 55
folha 1/1

vends de herea
venda de mescadorias 152225356183453 29/07/2022 15:12:07
108119270 31.972.828/0002-16

destinazário 7 remetente
ao sof- cnpj/cpf
00.394.411/0001-09

goiania - go - cef: 74672350
fone: (62) 3956-1660

nome/ra lao soc- lu

data da emissao

secretaria de administracao da presidencia da republica 29/07/2022
endere > bairro / distrito cep data da salda/enirada
praca dos tres poderes sn plano piloto 70150-900 29/07/2022

hora de salda/entrada
15:09:00 -03:00

fone/fax inscrição estadual
df
12:, valor original: 1.104,00, valor do desconto: 0,00, valor líquido: 1.104,00

dcata/pur cala vuncimunto valor » duplicata/parcula núm, duplicuta/parcola
001 29/07/2022 1.104,00
velor do icms base de calculo do icms st [valor do icms st
0,00 0,00 0,00 0,00

valor do seguro outras deszesas acessórias valor do ipi
0,00

fatura / duplicatas
fatura

valor

valor total dos produtos

|
1.104,00

valor total da nota

| 1.104,00
'transpor-ador / volumes transportados dados do produto
razão cocial

cn2j / cpf

| endersto | inscrição estadual

quantiz ade especie

peso liquido

la
dados do produto / serviço
descrição do produto / serviço

alíq.ipi
panqueca de carne, molho com

trogonoff de ea batata ="" ir9059050
gauté, arroz e salara

mi

ot ot
»

119059050 di02 61

br berros

o

[uam
fo

acota &

er

civtias

empeah olcontreto

: ar ,
es, os ioô 1049

mio a ma ad

assessoria da aeronaútica-cmpr

valor total dos serviços

base de cálculo do issqn valor do issqn

o: empresa optante pelo simples nacional, nao gera direito a credito de

",1,0.9791963016480595,1,"1.104,00",29/07/2022
153,153,"reservado «o gõ0

aã comprovantes de pagamento e |)
presidência da república despesa

secretaria-geral

gerado a partir de http://consulta.tesouro.fazenda.gov.br/gru novosite/gru simples parte2.asp sr. contribuinte: esta guia não poderá ser liquidada com cheque
ministério da economia
secretaria do tesouro nacional

guia de recolhimento da união - gru

nome da unidade favorecida
secretaria especial de administracao/pr
ações:
as informações inseridas nessa guia são de exclusiva responsabilidade
do contribuinte, que deverá, em caso de dúvidas, consultar (-) desconto/abatimento
a unidade favorecida dos recursos.

sr. caixa: não receber em cheque

(-) outras deduções

gru simples
pagamento exclusivo no banco do brasil s.a.
[stn569d8ccb716b4b42e46af84553b45bfa]

(+) outros acréscimos

(=) valor total

89930000000-6 09360001010-4 95523146880-0 80016710513-3

a

6a ""4 “a

+

fo , q if
o o q ed ;
du o nad

nto - 3:05 02/08/2022  - banco do brasil - 13:13:05
ao) uai amas banco do brasil 13 o ao ldo se
comprovante de pagamentos com cod, barra comprovante de pagamentos com cod. barra

emio brucouia recglhim, uniao convenio gru-guia recolhim, uniao

codigo de fora b9sa000bbgg e gga6oparaio-4 codigo de barras 89930000000-b b9360001810-4
o 95523146880-0 80016710513-3 95523146880-0 80016710513-3
daia do pagamento 22/08/2022 data do pagamento 02/08/2022
nro de referencia 194339039 nro de referencia 194339039
competência mm/araa 08/2022 competencia mm/aama 08/2022
cpf 602 .024,754-68 cpf = 682 .024,754-68
valor principal 9,36 valor principal 9,36
valor em dinheiro 9,38 valor em dinheiro 9,36
valor em cheque p.0a valor em cheque 2,00
valor total 9,36 valor total o ai
nr autenticação | 7,766.004.7c9.c9d.140 . nr.autenticacao 7.766.cc4.709.c9d. 140

reservado
",1,0.8027043407939478,0,"9,38",02/08/2022
154,154,"reservado

sisbb — sistema de informacdes banco do brasil crggs - sistema de informacoes banco do brasil

02/08/2022 —  auto-atendimento = 12-58, 30 02/08/2002 — auto-atendimento — 12.54.25
481111056 195 agit1056 0195
comprovante de saque comprovante de saque
cartao de credito cartao de credito
portador: ciro ati portador: ec
autorizacao: 2b6d6 auturizacao: 269168
sequencial trensaça: 200010 sequenci al transacao: 000012

leia no verso como conserval* este documento,
entre outras intformacões.

leia no verso como conservar este documento.
entre outras informações.

sissb - sistema de e. banco do bralil
02/08/2022  - auto-atendimento — 12 55.1
481171056 0155

comprovante de saque
cartao de credítu

fortador a o]
auturizadau: 209342.

sequenci al transacad: 040014

mi o cm: | ad 390, 00

leia nó verso como conservar este documento,
entre outras informacoes.

reservado
",0,0.9728933779104316,0,0,02/08/2022
155,155,"reservado

a
seo

presidência da república
secretaria-geral

comprovantes de saques.

sisbb - sistema de informacoes banco do brasil

02/08/2022 — —auto-atendimento - 12.50.00
481171056 0195.
comprovante de saque
cartao de credito
portador:
autorizacad: 268305
sequencial transacao: 000002
valor do saque: r$ 1.000,00

leia no verso como conservar este documento,
entre outras informações.

sisbb - sistema de informacoes banco do brasil

02/08/2022 — —auto-atendimento — 12.51.44
481171056 0195

comprovante de saque

cartao de credito

portador: ape mobi
autorização: 208647
sequencial transacao: 000006
valor do saque: r$ 1.000,00

leia no verso como conservar este documento,
entre outras informações.

sisbb - sistema de informacoes banco do brasil
02/08/2022 — auto-atendimento —- 12.50.53
481171056 0195

comprovante de saque

cartao de credito

portador: ee
autorizacao: 268483
sequencial transacao: 000004
valor do saque: r$ 1.000,00

leia no verso como conservar este documento,
entre outras informações.

sisbb - sistema de informacoes banco do brasil

02/08/2022 —- auto-atendimento - 12.52.38
481171056 0195

comprovante de saque

cartao de credito

portador: emt ellhu
autorizacao: 268811
sequencial transacad: 000008
valor do saque: r$ 1.000,00

leia no verso como conservar este documento,
entre outras informações.

reservado

",0,0.9717494757908318,0,"1.000,00",02/08/2022
156,156,"reservado eo

pe

reta
presidência da república
secretaria-geral

sisbb - sistema de informacoes banco do brasil
02/08/2022 —  auto-biendimento — 12.50.00
481171056 0195

comprovante de saque
cartao dk credito

portador:

autorizacad: quas0s

sequencial transacau: 000092

valor us saque: r 1.000,00

f
leia no verso como conservar este documento,
entre outras informações.

sisbr - sistema de informacoes banco do brasil
02/08/2022  — auto-atendimento — 12.51.44
481171056 0195

comprovante de saque
cartao de credito

portadir:
alutorizadau: 2hbt4r
sel ai transacao: d00006
valor do saque: r$

1.000, ou

leia ro verso como conservar este documento,
entre outras informacoes.

sisbe - sistema de informacoes banco do brasil
02/08/2022  —  auto-atendimento  —- 12.50.53
481171056 0195

comprovante de saque
cartao de credito

portador:
autorizacao: 265483
sequencial transacad: 060004
valor do saque: rs

1.000,04

leia no verso como conservar este documento.
entre outras informações.

sisbr — sistema de infurmacões banco do brasil
02/08/2022 auto-atendimento  —  12.52.3%
481171055 0195

comprovante de saque
cartas de credito

portador:
autorização: 268811 ed
sequencial transaçao: 000008

valor do saque: r5 1.090,00

leia n9 verso como conservar este documento,
entre outras informações.

reservado

",0,0.9817889132364251,0,"1.090,00",02/08/2022
157,157,"beneficiário a gência/código beneficiário

1600/16951-8
data do documento | |núm. do documento espécie doc. |aceite [data processamento nosso número
01/08/2022 2486 ds n 01/08/2022 157 / 00000217
uso do banco carteira spécie |quantidade valor (=) valor do documento
157 r$ 2.385,85

orbital servicos a t à ltda

instruções de responsabilidade do beneficiário. qualquer dúvida sobre este boleto contate o beneficiário. (-) descontos/abatimento

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001-09
raca tres poderes , 70150904 - eixo monumental - brasilia - df
beneficiário final cnpj/cpf:

ad banco itaú s.a. 341-7 34191.57007 00021.791603 01695.180008 1 90680000238585

encimento

05/08/2022

a gência/código beneficiário
orbital servicos a t à lida cnpj/cpf: 05.007.113/0001-32 1600/16951-8
rodovia helio smidt, sn, term 1 area ext, 07190100 - aeroporto - guarulhos - sp

data do documento | [núm. do documento espécie doc. |aceite |data processamento nosso número
uso do banco carteira espécie |quantidade valor (=) valor do documento
instruções de responsabilidade do beneficiário. qualquer dúvida sobre este boleto contate « beneficiário.

(=) valor cobrado

local de pagamento: pague pelo aplicativo, internet ou em agências e correspondentes.

beneficiário

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001
praca tres poderes , 70150904 - eixo monumental - brasilia - df
beneficiário final cnpj/cpf:

, ficha de compensação
autenticação mecânica
dm

-09

]
|

"" innigio es
to] it te) (í'nvndsís o
=] e) i oo 'bs «+15
3 ii) te) é nniolo dio»
— h! as ins co is
.. h] i 65 idontdido
[s£) e] ln isds e cuãe
ed n is less ez
[92] h = hs n co ug
o e) s '13s le
el ih] [==] | os x s
t po à e) ==] i rr) w - a
js q to) | has , -
mo is t ee] = pes
| le ht [ep] ! hi => 4
[mr h 1 1 e lu é e
pa ns e rs ! hco | mm
; ] ti <l co sas =
[o "" is ] à couus .
co s ! 's ] to
= h ] 4 os
se o ii pp e & & | is
i | h
e: = u 'id — e — 1 e) x.
< hh] io 4 jin 4an ããlmoj: u ui cvs
[=] n os [ae] o oss ti ca ns
[em | <l[ u ss q iqt': <í ma ti =o
s o ty io — + dai h = [=
= “ ss — -s o ds: ! s<
< uu e] ico se. ss 38: f ea
[==] [= vim ]tsad]s tsioo gs n om
ictio lo = unnirro- hh) =o
uu rio sdtzas ltarizo= e su
! — oia ss sado iuzim = as p=
a e] ian sc galo si hot =
< iq:ideerltla a s-iászsoijso
> is! so>h > 0>m- +i0[tdailãlada
o ii! shantohas ld iizos< le
a fa ull meu lltusaus al izacilinamgoe
no do ididstdoho toa. s-.15o gdirse
ss = im! sa z'ioaiioo-zos 1 souuu=""5
ns oq izinnooaataso  jsgús iusasiuihooos
mel gs vs u!datu]t a<jt5saa == e ==
gs 1] [ole ce wo ar! cer i> mw
sa ls! summuntusdlao | tido nrecae
== utiaatos iii = — | cm
wo hi re [<liicuiz
ss=+ imisds decs ate >> 1 250
í

quere:

e.
pi

luliiy

casais sr simua e msaur

pras

",0,0.9898972473632472,0,"2.385,85",01/08/2022
158,158,"ne po 1 pregibujdu pagador
= iresertánc!
banco itaú s.a. mi lu lia! 84101.57007 00021.791603 01695.180008 1 90680000238585

encimento

05/08/2022

a gência/código beneficiário
orbital servicos a t à ltda cnpj/cpf: 05.007.113/0001-32 1600/16951-8
xt , 07190100 - aeroporto - guarulhos - sp

data do documento — |núm. do documento a ds = número

2486 ds n 01/08/2022 157 / 00000217
uso do banco carteira spécie |quantidade pe p valor do documento
e e 238585

instruções de responsabilidade do beneficiário. qualquer dúvida sobre este boleto contate o beneficiário. (-) descontos/abatimento

beneficiário

(+) jurc

lt

s/multa

(=) valor-cobrado-

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001-09
praca tres poderes , 70150904 - elxo monumental - brasilia - df
beneficiário final cnpj/cpf:

autenticação mecânica

tod banco itaú s.a. 341-7 34191.57007 00021.791603 01695.180008 1 90680000238585
lo, nm ) encimento

local de pagamento: pague pelo aplicativo, internet ou em agências e correspondentes. 05/08/2022

beneficiário a gência/código beneficiário

orbital servicos a t a ltda cnpj/cpf: 05.007.113/0001-32

1600/16951-8
data do documento | |núm. do documento espécie doc. |aceite | |data processamento nosso número
01/08/2022 2486 ds n 01/08/2022 157 / 00000217
uso do banco carteira espécie |quantidade valor (=) valor do documento
157 r$ 2.385,85

(+) juros/multa
(=) valor cobrado

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001-09
praca tres poderes , 70150904 - eixo monumental - brasilia - df
beneficiário final cnpj/cpf:

ficha de compensação
autenticação mecânica

sm : ! nnigio om
= 103 ! raio nando o
.s h o) ss .«. «iá
—3 e) 1 162 cnn ldo ti ,
wi li so in nocso di =tos
.. ! ag) [cost uedo
o h :n ss - «ind
— ú :s pi ssan hc
192) e) = lo mn 1 69 ua
so ú :s 'ss le
| h =] od
|) > mn ==] i ij dd
=ris ias
pi) ee e) rep) ss
+ :y à; “ent i e) e lis
3 us t t co ] ot
se a ! is ] <lco
co o hh ss (dd
= u : ) hi do
= rr e = < ! ==
2 uu ia sá gs : =>
o = ni o - tm — "" =x o.
<< ti gs ss sin in lao: ii ui co
[ã=] = o o os: o gui
o <l nu ds <l úoa [) 1 1 q <= €3
= [os h 1 03 e — mah mt à e so
st "" == pa += ss —s ds | e) sl
<l ua e) : o ses ss ds : h =
o so "" .; — <l tlsa]ãs ts :'o s h em é = 4
ilio = =d. li 1 om il =o
uu ' e no? o sol + 4) su.
l ju co li so sam o — | ui tus sol
e e! mm og rnos e br =te = no <« quit
<< io!seil]lm ho or o «.iimedcsc og
> co | do>hh>-o>-— +/0]<ldoo!nalana
s lzl'dhant dtd ls: zoo < oc
n faca ti: ltluslaus mm !tiuto | muio
no os ud!istd—oa «lo o - tc» | ee di—>t—
ss = ms sm << 12 — de. | ss >
ns o ixhirnro ta aso vnsecuis ii usoo hugo
o, seed cs d+ om <]til<l]l ms < é me ma 1oo e =
o 1 put tt qtice ce u> ay
s+ sd dunn still] | tll]ldo:l]ll]ld
== leio zos ai saad ost
no dt— d+ tia r [ll cur
ss + mm ref == fo] dic santo >> 1! & sul
idl cl oa
aiii cs gal i
e 1 rj)
fall dis

|
",0,0.9848991589302416,0,"2.385,85",05/08/2022
159,159,"' hi o do pagador

tai banco itaú s.a. | | '34191.57007 00021.871603 01695.180008 1 90680000459479

aa ' encimento
e i licativo, internet ou em agências e correspondentes.
local de pagamento: pague pelo aplicativo, 1 g p 05/08/2022

beneficiário a gência/código beneficiário
orbital servicos a t a ltda cnpj/cpf: 05.007.113/0001-32 1600/16951-8
rodovia helio smidt, sn, term 1 area ext, 07190100 - aeroporto - guarulhos - sp

data do documento |núm. do documento espécie doc. [aceite |data processamento
tomas

uso do banco carteira espécie [quantidade valor
o e o o

instruções de responsabilidade do beneficiário. qualquer dúvida sobre este boleto contate o beneficiário. (-) descontos/abatimento

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001-09
raca tres poderes, 70150904 - eixo monumental - brasilia - df
beneficiário final cnpj/cpf:

autenticação mecânica

o tod banco itaú s.a. 341-7 34191.57007 00021.871603 01695.180008 1 90680000459479

encimento
local de pagamento: pague pelo aplicativo, internet ou em agências e correspondentes.
rsees esa sus pes dp i ú 05/08/2022

beneficiário a gência/código beneficiário
orbital servicos a t à ltda cnpj/cpf: 05.007.113/0001-32 1600/16951-8
rodovia helio smidt, sn, term 1 area ext, 07190100 - aeroporto - guarulhos - sp

data do documento | |núm. do documento espécie doc. |aceite | |data processamento nosso número

ouarzoro | a
uso do banco carteira espécie [quantidade valor (=) valor do documento
a
instruções de responsabilidade do beneficiário. qualquer dúvida sobre este boleto contate o beneficiário.

(+) juros/multa

(=) valor cobrado

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001-09
- praca tres poderes , 70150904 - eixo monumental - brasilia - df
beneficiário final cnpj/cpf:

ficha de compensação
autenticação mecânica
co <= n t lanndoo um
1510 h io nam es
--s ef é ré 'iss «sim
sds ii 5 =+ | cnn [<= ioie
— h io [= soo iu is
.. n | lb | ssd ido
o n a iss us
— u is | =e<rt ez
[de = 1:94 1 co dã
s du is iss à se
a u = i uns
1 = ==] 1 ss
— h io ] io
= h is | ea =|
pa — n rep] ! o
[al “1 1d j ow
cc ls hu : so ] nao —
< sg nu =] : syq
[aa ih =] i rear]
fas] s e is ; ho
-— hu 1 o ! uc a
a h + «<l <[ «<[ ] e <[l
o do ou o ss aq s i no 3
3 = u e > o e e [e | ==
<au is 4 awn an cão! à wc
ss uu [rd o o ss 1 o com
a au is lt <ti <ti wma 1 zoo
c> [= e] e se] = — a = é h qoco
= “ is — — ss — ss ds : "" sl
< wo 1 se sd ds h =
fãs] o id lt <s4«]as ts!'ooo o ii ox
i<]im ""e = wunresod à es
ww nº210 0 sdzad lsizez ii gl
1 2 vols ss sse6ss +: luzi voodoz
= 4 1 sesalds terize nt rg
<l oi s ea] oõ- oo. o .isesisquosg
> 1491 so>h6>nn 05>- + | 0tdallau
5 uzisdpeantçhas <lod:|zss<liniisme
n + ntikeuttuusalals no jos lswae
no 2 1idistodlo «to -. o -i3saoo gui-s-
sg e rairshcz ion. zss ! cos fre 8 | =
as s tizinrojtaso asas | woosdsiiyos
== ss ""ss | oatull ft go =="" hz
ss ) isletce cu are! ceistuw
s— shui doguasddaseloo | tado littas
= — tia zaeda zend sua  -heass nn
n co vi 4jussczlueczzz]ãaz o! qadqta lcuz
sj to atm
e a e -—
[o a vr . et a da ur %
nr vad!
ij e ç ) 2
rcadey 154

",0,0.9778165486176453,0,0,05/08/2022
160,160,"in

dc
r fr ; ê '
tal banco itaú s.a. | 3 mia fá ti : 17 '34191.57007 00021.871603 01695.180008 1 90680000459479

encimento
local de pagamento: pague pelo aplicativo, internet ou em agências e correspondentes. 05/08/2022

beneficiário agência/código beneficiário
orbital servicos a t a ltda cnpj/cpf: 05.007.113/0001-32 1600/16951-8
rodovia helio smidt, sn, term 1 area ext , 07190100 - aeroporto - guarulhos - sp

data do documento  |núm. do documento espécie doc. aceite | |data processamento nosso número
2494 ds n 01/08/2022 157 / 00000218

01/08/2022

uso do banco carteira spécie |quantidade valor (=) valor do documento
157 r$ 4.594,79
á (-) descontos/abatimento

instruções de responsabilidade do beneficiário. qualquer dúvida sobre este boleto contate o beneficiário.
(+) juros/multa

(=) valor.cobrado. .

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001-09
raca tres poderes , 70150904 - elxo monumental - brasilia - df
beneficiário final cnpj/cpf:

um) banco itaú s.a. 341-7 34191.57007 00021.871603 01695.180008 1 90680000459479

. o elo encimento
local de pagamento: pague pelo aplicativo, internet ou em agências e correspondentes. 05/08/2022
beneficiário agência/código beneficiário
orbital servicos a t a ltda cnpj/cpf: 05.007.113/0001-32

1600/16951-8
rodovia helio smidt, sn, term 1 area ext, 07190100 - aeroporto - guarulhos - sp

data do documento | |núm. do documento espécie doc. [|aceite | |data processamento nosso número
01/08/2022 2494 ds n 01/08/2022 157 / 00000218
j carteira espécie |quantidade valor (=) valor do documento
157 r$ 4.594,79
instruções de responsabilidade do beneficiário. quaiquer dúvida sobre este boleto contate o beneficiário. (-) descontos/abatimento
(+) juros/multa
(=) valor cobrado

pagador - presidencia da republica cnpj/cpf: 00.394.411/0001-09
praca tres poderes , 70150904 - eixo monumental - brasilia - df
beneficiário final cnpj/cpf:

ficha de compensação
autenticação mecânica

jr

t nando dm
ii lo) es) à nam dt co
o e : :'bss «um
poa hi =» |nnts o
— h : o into tus
es n io !' soon
132) n lo isos ccntit—
e “4 iso a o rd e à) .z
[92] ni is 19 os :1 co ly
so "" 's s 95 i de
ad "" re] ns
i = n =] no «ss
= + s iso
= h s er
ab -— it [op] hrese)
e 4 q à uu
is nm + ss ee eia
< o] "" ss sa
ce is s ij tus
[o] o uh] 'ss ho
| em ) so sa
pra d | send <l < <[ h <l
e tis ii + lo só =] s h >
fa à = y [e] — que t- e cm |
ss 1 :« ms mesa) ei — on <[ o uh) uu ca
<c nú — o - ss u 0) ud
[=] < h""! = [o <<! e = "" te co
o) e e! 1 = mt = u 56
<= w ==] ie, t- 3 - ss ds “ co <l
< lu “ :o d+. [==] os 4 : =
oq o h ot e <l tlsj]as [oe] o o u [e ==
| <«t te a. mas li. - o ) se qu)
us , q o] s2) lnzlaamm [= = mad ul oil
! = ce = s so — ma cs — — | us = ii os e
pra e] os co tu co — <<<: =uir il <l [
<l o os es test <l tm o tt o. o 2. sesouos
> 1oi som >hooo> mm +i/9]tloqaulãnç
s 7º serena tsttas ls: zog<4 ""hom
n c lt kneuituuisaus so iyutor muco
o lo o. io stand «td o. oc ipa od) =
so = ns 1 sh ss 1 1. zoo é ss = ==
ns so li no ntaso nous | iodo uso
sa o ee? om <tiil<] -— <l ===) ias =
o t palito o i— ce il t— ce cat co da fo a | uu
s+ suns] | tico ll]
ca ed ti azoenaoozeoqcu o ima: o jul jm
no liquida zuazdãoa + [ll]! mui
ss <= tes sdolo mi oo s0>> :!“2z-4us
o o oe. a
es ro ; ê
hom? ba q do é ] |
mlolhiadu!
à bus ti t 4

",0,0.9811522203381451,0,"4.594,79",05/08/2022
